index,x_m,y_m,z_m
313,302.03005811623296,302.02905811623305,56.52278867735465
314,302.83366533066186,302.8326653306619,56.42634616833661
315,303.6372725450907,303.6362725450908,56.32990365931857
316,304.44087975951953,304.43987975951956,56.233461150300535
317,305.2444869739484,305.24348697394845,56.137018641282495
318,306.04809418837726,306.04709418837734,56.04057613226446
319,306.8517014028061,306.8507014028062,55.94413362324642
320,307.655308617235,307.654308617235,55.8476911142284
321,308.45891583166383,308.4579158316639,55.75124860521036
322,309.26252304609267,309.26152304609275,55.65480609619232
323,310.0661302605215,310.0651302605216,55.558363587174284
324,310.86973747495034,310.8687374749504,55.46192107815625
325,311.67334468937923,311.6723446893793,55.365478569138205
326,312.47695190380813,312.47595190380815,55.26903606012017
327,313.28055911823697,313.279559118237,55.17259355110215
328,314.0841663326658,314.0831663326658,55.07615104208411
329,314.8877735470947,314.8867735470947,54.97970853306606
330,315.69138076152353,315.69038076152356,54.88326602404803
331,316.49498797595237,316.4939879759524,54.78682351503
332,317.2985951903812,317.2975951903813,54.69038100601196
333,318.10220240481004,318.10120240481007,54.59393849699394
334,318.9058096192389,318.9048096192389,54.4974959879759
335,319.7094168336678,319.7084168336678,54.40105347895786
336,320.5130240480966,320.51202404809663,54.30461096993983
337,321.31663126252545,321.31563126252547,54.20816846092179
338,322.1202384769543,322.11923847695437,54.11172595190375
339,322.9238456913832,322.9228456913832,54.01528344288572
340,323.727452905812,323.72645290581204,53.918840933867685
341,324.53106012024085,324.53006012024093,53.82242246812659
342,325.33466733466975,325.33366733466977,53.74444850842362
343,326.1382745490986,326.1372745490986,53.690034609218415
344,326.9418817635274,326.94088176352744,53.63635686172342
345,327.74548897795626,327.74448897795634,53.582679114228426
346,328.54909619238515,328.5480961923852,53.52900136673345
347,329.35270340681404,329.35170340681407,53.47532361923845
348,330.1563106212428,330.15531062124285,53.42164587174346
349,330.9599178356717,330.95891783567174,53.36796812424846
350,331.76352505010055,331.7625250501006,53.31429037675348
351,332.5671322645294,332.5661322645294,53.26061262925849
352,333.3707394789582,333.36973947895825,53.2069348817635
353,334.1743466933871,334.17334669338715,53.1532571342685
354,334.97795390781596,334.976953907816,53.09957938677352
355,335.78156112224485,335.7805611222449,53.045901639278526
356,336.5851683366737,336.5841683366737,52.99222389178354
357,337.3887755511025,337.38777555110255,52.93854614428855
358,338.1923827655314,338.19138276553144,52.884868396793564
359,338.9959899799602,338.9949899799602,52.83119064929858
360,339.79959719438915,339.7985971943891,52.77751290180358
361,340.603204408818,340.602204408818,52.72383515430859
362,341.4068116232468,341.40581162324685,52.6701574068136
363,342.21041883767566,342.2094188376757,52.616479659318614
364,343.01402605210455,343.0130260521046,52.56280191182362
365,343.81763326653333,343.81663326653336,52.50912416432865
366,344.62124048096223,344.62024048096225,52.455446416833645
367,345.4248476953911,345.42384769539115,52.40176866933865
368,346.2284549098199,346.2274549098199,52.34809092184367
369,347.0320621242488,347.0310621242488,52.294413174348676
